year,ID
1982,86-4
1983,86-4
1984,86-4
1985,86-4
1986,86-4
1987,86-4
1988,86-4
1989,86-4
1990,86-4
1991,86-4
1992,86-4
1993,86-4
1994,86-4
1995,86-4
1996,86-4
1997,86-4
1998,86-4
1999,86-4
2000,86-4
1985,88-11
1986,88-11
1987,88-11
1988,88-11
1989,88-11
1991,88-11
1992,88-11
1993,88-11
1995,88-11
1997,88-11
1998,88-11
1999,88-11
2000,88-11
2007,88-11
2008,88-11
2009,88-11
2010,88-11
2011,88-11
2012,88-11
2013,88-11
2014,88-11
2015,88-11
2016,88-11
2017,88-11
2018,88-11
2019,88-11
2020,88-11
2021,88-11
2022,88-11
2023,88-11
1987,88-15
1988,88-15
1998,88-15
1999,88-15
2000,88-15
2001,88-15
2003,88-15
2004,88-15
2005,88-15
2006,88-15
2007,88-15
2008,88-15
2009,88-15
2010,88-15
2011,88-15
2012,88-15
2013,88-15
2014,88-15
2015,88-15
2016,88-15
2017,88-15
2018,88-15
2019,88-15
2020,88-15
2021,88-15
2022,88-15
2023,88-15
1988,88-30
1989,88-30
1990,88-30
1991,88-30
1992,88-30
1993,88-30
1994,88-30
1995,88-30
1996,88-30
1997,88-30
1998,88-30
1999,88-30
2000,88-30
2001,88-30
2002,88-30
2003,88-30
2004,88-30
2005,88-30
2006,88-30
2007,88-30
2008,88-30
2009,88-30
2010,88-30
2011,88-30
2012,88-30
2013,88-30
2014,88-30
2015,88-30
2016,88-30
2017,88-30
2018,88-30
2019,88-30
2020,88-30
2021,88-30
2022,88-30
2023,88-30
1990,88-4
1991,88-4
1992,88-4
1993,88-4
1994,88-4
1995,88-4
1996,88-4
1997,88-4
1998,88-4
1999,88-4
2000,88-4
2001,88-4
2002,88-4
2003,88-4
2004,88-4
2005,88-4
2006,88-4
2007,88-4
2008,88-4
2009,88-4
2010,88-4
2011,88-4
2012,88-4
2013,88-4
2014,88-4
2015,88-4
2016,88-4
2017,88-4
2018,88-4
2019,88-4
2020,88-4
2021,88-4
2022,88-4
2023,88-4
1990,89-1
1991,89-1
1992,89-1
1993,89-1
1994,89-1
1995,89-1
1997,89-1
1998,89-1
1999,89-1
2000,89-1
2001,89-1
2002,89-1
2003,89-1
2004,89-1
2005,89-1
2006,89-1
2007,89-1
2008,89-1
2009,89-1
2010,89-1
2011,89-1
2012,89-1
2013,89-1
2014,89-1
2015,89-1
2016,89-1
2017,89-1
2018,89-1
2019,89-1
2020,89-1
2021,89-1
2022,89-1
2023,89-1
1985,91-2
1986,91-2
1987,91-2
1988,91-2
1989,91-2
1990,91-2
1991,91-2
1992,91-2
1993,91-2
1994,91-2
1995,91-2
1996,91-2
1997,91-2
1998,91-2
1999,91-2
2000,91-2
2001,91-2
2002,91-2
2003,91-2
2004,91-2
2005,91-2
2006,91-2
2007,91-2
2008,91-2
2010,91-2
2011,91-2
2012,91-2
2013,91-2
2014,91-2
2015,91-2
2016,91-2
2017,91-2
2018,91-2
2019,91-2
2020,91-2
2021,91-2
2022,91-2
2023,91-2
1986,96-3
1988,96-3
1989,96-3
1990,96-3
1995,96-3
1997,96-3
1999,96-3
2000,96-3
2001,96-3
2003,96-3
2004,96-3
2005,96-3
2006,96-3
2007,96-3
2008,96-3
2011,96-3
2012,96-3
2013,96-3
2014,96-3
2015,96-3
2016,96-3
2017,96-3
2018,96-3
2019,96-3
2020,96-3
2021,96-3
2022,96-3
2023,96-3
1991,98-4
1992,98-4
1993,98-4
1994,98-4
1995,98-4
1996,98-4
1997,98-4
1998,98-4
2000,98-4
2001,98-4
2003,98-4
2004,98-4
2005,98-4
2006,98-4
2007,98-4
2008,98-4
2009,98-4
2010,98-4
2011,98-4
2012,98-4
2013,98-4
2014,98-4
2015,98-4
2016,98-4
2017,98-4
2018,98-4
2019,98-4
2020,98-4
2021,98-4
2022,98-4
2023,98-4
1993,99-17
1999,99-17
2000,99-17
2001,99-17
2002,99-17
2003,99-17
2004,99-17
2005,99-17
2006,99-17
2008,99-17
2009,99-17
2010,99-17
2011,99-17
2012,99-17
2014,99-17
2015,99-17
2016,99-17
2017,99-17
2018,99-17
2019,99-17
2020,99-17
2021,99-17
2022,99-17
2023,99-17
